StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_3_TEXT,Q7,Q7_12_TEXT,Q8_NPS_GROUP,Q8,Q9,Q9_12_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_11_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21_1,Q22,Q22_7_TEXT,Q23,Q24,Q24_13_TEXT,Q25,Q26,Q27_1,opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
2023-04-06 11:42:12,2023-04-06 11:56:34,IP Address,100,862,True,2023-04-06 11:56:35,R_3oLnCQTdbU9yys6,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Odd smell,Discolored water,Cloudy water,Hardness or scale buildup (high mineral content),Corrosion of pipes or water fixtures,Boil water notice",,Detractor,3,Other (describe):,I'm sorry but I don't know,Not at all familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not at all familiar,Slightly familiar,Extremely familiar,Extremely familiar,Slightly familiar,Extremely familiar,Moderately concerned,Moderately concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Very concerned,Very concerned,Moderately concerned,Very concerned,Occasionally,Never,Never,Never,Never,Never,Often,Never,Occasionally,Occasionally,Never,None,Currently doing this,Might do this,Will never do this,Will never do this,Might do this,Most responsibility,Full responsibility,Full responsibility,Full responsibility,Some responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Somewhat trust,Somewhat trust,Mostly trust,Not sure,I think I know what it is,80,Not at all familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Not at all familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Might change,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Will never change,Might change,Might change,Not sure,Not sure,34668,Single family house,,Prefer not to answer,Unemployed,,High school graduate / GED,"Less than $25,000",2,Qual27260-1216StephanieGeneralPop,7urkpKZzEZxE5TslbgHDc9,862,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:48:56,2023-04-06 11:56:48,IP Address,100,472,True,2023-04-06 11:56:48,R_3sHqbdy6dTAMvN7,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Unfiltered tap water,,None of the above,,Detractor,5,None of the above,,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,,Might do this,Might do this,Might do this,Might do this,Might do this,Some responsibility,Some responsibility,Some responsibility,Some responsibility,Some responsibility,Some responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Fully trust,Fully trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",61,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,77905,Manufactured / mobile home,,Rent,Other (describe):,HomeMaker,High school graduate / GED,"$25,000 - 49,999",3,Qual27260-1216StephanieGeneralPop,42X1nD7YC2s1LXf10Yu6AJ,472,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:51:49,2023-04-06 11:56:55,IP Address,100,305,True,2023-04-06 11:56:56,R_w5ZifUiLGcoeA1z,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,White or Caucasian,I don't know,,Bottled / prepackaged water,,None of the above,,Promoter,10,None of the above,,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Very concerned,Extremely concerned,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Never,Null,Will never do this,Will never do this,Will never do this,Will never do this,Will never do this,Full responsibility,Most responsibility,Most responsibility,Full responsibility,Most responsibility,Most responsibility,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,No,"I've heard of it or seen it somewhere, but don't know what it is",51,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,33062,Prefer not to answer,,Prefer not to answer,Prefer not to answer,,Bachelor's degree,Prefer not to answer,2,Qual27260-1216StephanieGeneralPop,4g2393DzZF9qEH523mNMeU,305,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:51:53,2023-04-06 11:57:08,IP Address,100,314,True,2023-04-06 11:57:08,R_picjHJ69kLpzKQp,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Corrosion of pipes or water fixtures",,Detractor,2,"Industrial chemicals,Microplastics,Pharmaceuticals",,Moderately familiar,Extremely familiar,Slightly familiar,Moderately familiar,Very familiar,Extremely familiar,Moderately familiar,Extremely familiar,Very familiar,Moderately familiar,Slightly concerned,Moderately concerned,Extremely concerned,Moderately concerned,Extremely concerned,Moderately concerned,Very concerned,Very concerned,Extremely concerned,Moderately concerned,Never,Never,Never,Never,Often,Occasionally,Always,Occasionally,Never,Occasionally,Never,,Currently doing this,Plan to do this,Plan to do this,Plan to do this,Currently doing this,Moderate responsibility,Most responsibility,Moderate responsibility,Most responsibility,Full responsibility,Moderate responsibility,Fully trust,Mostly trust,Fully trust,Mostly trust,Mostly trust,Fully trust,Not sure,I think I know what it is,65,Very familiar,Extremely familiar,Moderately familiar,Extremely familiar,Moderately familiar,Very familiar,Extremely familiar,Very familiar,Very familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Not sure,Will never change,Will never change,Might change,Might change,Might change,Will never change,Will never change,Might change,Not sure,Will never change,Might change,Will never change,80917,Single family house,,Rent,Unemployed,,High school graduate / GED,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,4xC6YvL2mXKhiG1Ysng4SY,314,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:50:40,2023-04-06 11:58:11,IP Address,100,451,True,2023-04-06 11:58:11,R_216WRkQIacm6Al6,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,Public supply - rural water district,,Bottled / prepackaged water,,None of the above,,Promoter,10,None of the above,,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Moderately familiar,Slightly familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Not at all concerned,Sometimes,Always,Always,Often,Always,Sometimes,Never,Often,Always,Sometimes,Sometimes,,Currently doing this,Might do this,Plan to do this,Currently doing this,Currently doing this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Some responsibility,No responsibility,Moderately trust,Moderately trust,Moderately trust,Mostly trust,Somewhat trust,Do not trust at all,No,"I've heard of it or seen it somewhere, but don't know what it is",62,Moderately familiar,Extremely familiar,Extremely familiar,Not at all familiar,Slightly familiar,Extremely familiar,Extremely familiar,Not at all familiar,Moderately familiar,Very familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Have already changed,Have already changed,Might change,Might change,Will never change,Will never change,Have already changed,Planning to change,Have already changed,Planning to change,Have already changed,Planning to change,20009,Apartment building with 4 or fewer units,,Own,Other (describe):,legal professional/forensic anaylst,Doctorate or terminal degree,"More than $200,000",2,Qual27260-1216StephanieGeneralPop,5KEjMjeWxec2OOOZNhOqXw,451,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:50:06,2023-04-06 11:58:12,IP Address,100,486,True,2023-04-06 11:58:13,R_20U4yHyaysSE9O9,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Moderately concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Never,Never,Never,Never,Sometimes,Never,Often,Sometimes,Often,Often,Never,,Might do this,Might do this,Will never do this,Might do this,Might do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Fully trust,No,"I've never heard of it, and don't know what it is",100,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Very familiar,Not at all familiar,Extremely familiar,Have already changed,Planning to change,Planning to change,Have already changed,Have already changed,Not sure,Not sure,Have already changed,Have already changed,Not sure,Have already changed,Not sure,Have already changed,18017,Single family house,,Own,Unemployed,,Associate degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,1rxYXj5S0aOykFUiDjjWTk,486,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:49:47,2023-04-06 11:58:17,IP Address,100,509,True,2023-04-06 11:58:17,R_1eyIDMq0CfbCN6G,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,"Odd taste,Boil water notice",,Promoter,9,"Fertilizers (nitrates, phosphates),Heavy metals (lead, arsenic, mercury, etc.),Industrial chemicals,Pathogens (bacteria, viruses, amoebas),Pesticides",,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,Very familiar,Very familiar,Slightly familiar,Moderately familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Occasionally,Occasionally,Occasionally,Never,Sometimes,Never,Sometimes,Sometimes,Often,Occasionally,Never,None,Currently doing this,Might do this,Might do this,Currently doing this,Might do this,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Moderate responsibility,Most responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Fully trust,No,"I've heard of it or seen it somewhere, but don't know what it is",28,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Have already changed,Have already changed,Planning to change,Planning to change,Have already changed,Have already changed,Have already changed,Planning to change,Have already changed,Have already changed,Have already changed,Not sure,Have already changed,48840,Single family house,,Own,Other (describe):,Retired,Master's degree,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,0yfmTyjB95KkLhFOpxSRDe,509,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:50:59,2023-04-06 11:59:06,IP Address,100,486,True,2023-04-06 11:59:07,R_7OJj4ah0kQG95LP,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Plan to do this,Might do this,Will never do this,Might do this,Will never do this,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Some responsibility,Some responsibility,Somewhat trust,Somewhat trust,Moderately trust,Moderately trust,Do not trust at all,Moderately trust,No,"I've heard of it or seen it somewhere, but don't know what it is",48,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Have already changed,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,07981,Apartment building with more than 4 units,,Rent,Unemployed,,High school graduate / GED,Prefer not to answer,1,Qual27260-1216StephanieGeneralPop,4bV4O2IIuG5JsyAU2zPbjK,486,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:49:19,2023-04-06 11:59:31,IP Address,100,611,True,2023-04-06 11:59:32,R_3po4UPipR9EOhhZ,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Passive,7,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Got a letter before from water company,Currently doing this,Will never do this,Will never do this,Might do this,Will never do this,Most responsibility,Most responsibility,Full responsibility,Full responsibility,Some responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Fully trust,Not sure,"I've never heard of it, and don't know what it is",50,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Will never change,Planning to change,17331,Single family house,,Own,Healthcare,,High school graduate / GED,"$50,000 - 74,999",5,Qual27260-1216StephanieGeneralPop,69l7CgtiTXs4z7qFEXtFRf,611,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:53:09,2023-04-06 12:00:36,IP Address,100,447,True,2023-04-06 12:00:37,R_1rk3EWY1ZHksAi7,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all concerned,Slightly concerned,Slightly concerned,Slightly concerned,Not at all concerned,Not at all concerned,Moderately concerned,Moderately concerned,Slightly concerned,Very concerned,Sometimes,Often,Never,Never,Occasionally,Occasionally,Sometimes,Never,Never,Never,Never,,Might do this,Might do this,Will never do this,Plan to do this,Will never do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Some responsibility,Some responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Fully trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",30,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Planning to change,Planning to change,Might change,Might change,Might change,Planning to change,Might change,Might change,Planning to change,Have already changed,Have already changed,Have already changed,Will never change,37323,Single family house,,Own,Other (describe):,"Disabled ",High school graduate / GED,"$25,000 - 49,999",4,Qual27260-1216StephanieGeneralPop,1SX5VeFlBXR9fD1L9Y1Yw5,447,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:51:37,2023-04-06 12:01:30,IP Address,100,593,True,2023-04-06 12:01:30,R_3D1oXPTyj01JZyr,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,"Odd smell,Discolored water,Hardness or scale buildup (high mineral content),Boil water notice",,Passive,7,"Industrial chemicals,PFAS (per- and polyfluoroalkyl substances)",,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Slightly concerned,Slightly concerned,Moderately concerned,Very concerned,Moderately concerned,Very concerned,Moderately concerned,Moderately concerned,Slightly concerned,Moderately concerned,Often,Often,Often,Often,Occasionally,Occasionally,Sometimes,Sometimes,Occasionally,Occasionally,Never,,Will never do this,Plan to do this,Will never do this,Might do this,Might do this,Moderate responsibility,Most responsibility,Full responsibility,Most responsibility,Some responsibility,Some responsibility,Somewhat trust,Moderately trust,Moderately trust,Mostly trust,Moderately trust,Fully trust,Yes,I'm confident I know what it is,54,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Have already changed,Planning to change,Not sure,Not sure,Planning to change,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Have already changed,Have already changed,25301,Apartment building with more than 4 units,,Rent,Other (describe):,Retired,Associate degree,"Less than $25,000",1,Qual27260-1216StephanieGeneralPop,0YLGLJ6uKnhxw7IjsWQffF,593,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:56:54,2023-04-06 12:02:21,IP Address,100,326,True,2023-04-06 12:02:21,R_1r35pDOVsME7j4z,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,Boil water notice,,Detractor,6,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,,Currently doing this,Might do this,Might do this,Plan to do this,Currently doing this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Fully trust,Not sure,"I've never heard of it, and don't know what it is",47,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Have already changed,Have already changed,Might change,Might change,Might change,Might change,Planning to change,Have already changed,Planning to change,Planning to change,Planning to change,Planning to change,67207,Single family house,,Own,Healthcare,,Associate degree,"$100,000 - 200,000",2,Qual27260-1216StephanieGeneralPop,2rTbHeq6aTwyx6Qcw06iFa,326,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:54:19,2023-04-06 12:02:31,IP Address,100,491,True,2023-04-06 12:02:31,R_2uP9JLY6ErKO1Kv,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Bottled / prepackaged water,,"Discolored water,Cloudy water",,Detractor,5,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Occasionally,Never,Occasionally,Never,Never,Occasionally,Sometimes,Never,Sometimes,Sometimes,Never,,Currently doing this,Might do this,Not sure,Might do this,Might do this,Moderate responsibility,Most responsibility,Moderate responsibility,Most responsibility,Full responsibility,Moderate responsibility,Moderately trust,Moderately trust,Mostly trust,Somewhat trust,Do not trust at all,Moderately trust,Not sure,"I've never heard of it, and don't know what it is",83,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,24149,Manufactured / mobile home,,Own,Education,,High school graduate / GED,"$25,000 - 49,999",5,Qual27260-1216StephanieGeneralPop,0Vcruny9WT1FCqxXX5SL9X,491,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:56:21,2023-04-06 12:02:45,IP Address,100,384,True,2023-04-06 12:02:46,R_2sZ6lp35mAWSrBY,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,Hardness or scale buildup (high mineral content),,Passive,8,Other (describe):,None,Not at all familiar,Very familiar,Very familiar,Moderately familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Not at all concerned,Slightly concerned,Moderately concerned,Moderately concerned,Not at all concerned,Not at all concerned,Moderately concerned,Moderately concerned,Slightly concerned,Very concerned,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,,Might do this,Might do this,Will never do this,Might do this,Might do this,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Some responsibility,Do not trust at all,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Mostly trust,No,"I've never heard of it, and don't know what it is",51,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Will never change,Will never change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Will never change,78211,Apartment building with more than 4 units,,Rent,Unemployed,,Master's degree,"Less than $25,000",1,Qual27260-1216StephanieGeneralPop,12geywcBMPo4B30pYTsU75,384,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:50:57,2023-04-06 12:03:06,IP Address,100,729,True,2023-04-06 12:03:07,R_C8EwQSU023nHBId,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,9,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately concerned,Moderately concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Often,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,None,Might do this,Might do this,Might do this,Might do this,Might do this,Some responsibility,Moderate responsibility,Most responsibility,Full responsibility,Some responsibility,Moderate responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Somewhat trust,Mostly trust,Not sure,"I've never heard of it, and don't know what it is",23,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Might change,Might change,Might change,Might change,Not sure,Have already changed,Have already changed,Might change,Not sure,Not sure,15236,Townhouse / duplex,,Own,Unemployed,,Master's degree,"$100,000 - 200,000",2,Qual27260-1216StephanieGeneralPop,7Hl48sWPqUF1Fyf2AFcMQK,729,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-06 11:51:58,2023-04-06 12:03:17,IP Address,100,679,True,2023-04-06 12:03:18,R_2Tw3fojaw5KLHvN,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - rural water district,,Unfiltered tap water,,"Odd taste,Boil water notice",,Passive,8,Disinfection byproducts (DBPs),,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Very concerned,Slightly concerned,Not at all concerned,Slightly concerned,Sometimes,Never,Often,Never,Sometimes,Occasionally,Often,Sometimes,Sometimes,Often,Never,,Might do this,Will never do this,Will never do this,Might do this,Will never do this,Moderate responsibility,Most responsibility,Most responsibility,Full responsibility,Some responsibility,Some responsibility,Moderately trust,Moderately trust,Mostly trust,Moderately trust,Mostly trust,Somewhat trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",23,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Will never change,Might change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Might change,Might change,Might change,Might change,Will never change,95971,Apartment building with 4 or fewer units,,Rent,Other (describe):,"Disabled ",Associate degree,"Less than $25,000",1,Qual27260-1216StephanieGeneralPop,6JoCgZqScO0iL539hXdd1v,679,73540892,,,,,,,,1,,439,{Invalid Expression}
